제작자,차명,생산기간(부터),생산기간(까지),리콜개시일,리콜사유
폭스바겐그룹코리아 주식회사,A4 35 TDI,9/1/20,9/10/20,2/25/22,"후방 액슬서스펜션 링크 고정너트 부식으로 인한 내구성 저하 가능성으로 시행한 고정 너트를 교체하는 시정 조치 시, 후방 차축의 휠얼라인먼트(토우 및 캠버)가 변경되었을 가능성이 있습니다. *액슬서스펜션링크: 차체와 바퀴를 연결하며, 차체의 중량을 지지함과 동시에 동력을 전달하는 장치로써, 승차감 향상과 차량 자세를 안정된 상태로 유지하는 기능을 함."
폭스바겐그룹코리아 주식회사,S3,9/1/14,3/3/16,2/28/22,"특정 기간 동안 생산된 일부 차량의 동승자석 승객 감지 시스템의 커넥터와 배선에서 간헐적인 접촉 불량이 발생할 수 있습니다. 이로 인하여, 동승자석 승객 감지 시스템에서 오작동으로 탐지하여, 동승자석 에어백 기능이 작동되지 않을 가능성이 있습니다"
폭스바겐그룹코리아 주식회사,A3 Sportback e-tron,7/7/15,9/11/15,2/28/22,"특정 기간 동안 생산된 일부 차량의 동승자석 승객 감지 시스템의 커넥터와 배선에서 간헐적인 접촉 불량이 발생할 수 있습니다. 이로 인하여, 동승자석 승객 감지 시스템에서 오작동으로 탐지하여, 동승자석 에어백 기능이 작동되지 않을 가능성이 있습니다"
폭스바겐그룹코리아 주식회사,A3 40 TFSI Premium,5/3/18,5/25/18,2/28/22,"특정 기간 동안 생산된 일부 차량의 동승자석 승객 감지 시스템의 커넥터와 배선에서 간헐적인 접촉 불량이 발생할 수 있습니다. 이로 인하여, 동승자석 승객 감지 시스템에서 오작동으로 탐지하여, 동승자석 에어백 기능이 작동되지 않을 가능성이 있습니다"
폭스바겐그룹코리아 주식회사,A3 40 TFSI,4/23/18,5/5/20,2/28/22,"특정 기간 동안 생산된 일부 차량의 동승자석 승객 감지 시스템의 커넥터와 배선에서 간헐적인 접촉 불량이 발생할 수 있습니다. 이로 인하여, 동승자석 승객 감지 시스템에서 오작동으로 탐지하여, 동승자석 에어백 기능이 작동되지 않을 가능성이 있습니다"
폭스바겐그룹코리아 주식회사,A3 35 TFSI,7/19/14,2/10/15,2/28/22,"특정 기간 동안 생산된 일부 차량의 동승자석 승객 감지 시스템의 커넥터와 배선에서 간헐적인 접촉 불량이 발생할 수 있습니다. 이로 인하여, 동승자석 승객 감지 시스템에서 오작동으로 탐지하여, 동승자석 에어백 기능이 작동되지 않을 가능성이 있습니다"
르노코리아자동차 주식회사,XM3,1/15/20,11/18/21,2/28/22,"XM3 차량의 전자식 조향 제어장치 소프트웨어 오류로 조향 제어장치 회로기판에 열적 손상이 발생 할 수 있고, 이로 인해 경고등 점등 및 스티어링 휠이 무거워져 안전에 지장을 줄 가능성이 있음."
르노코리아자동차 주식회사,XM3,12/3/19,11/19/21,2/28/22,"XM3 차량의 전자식 조향 제어장치 소프트웨어 오류로 조향 제어장치 회로기판에 열적 손상이 발생 할 수 있고, 이로 인해 경고등 점등 및 스티어링 휠이 무거워져 안전에 지장을 줄 가능성이 있음."
메르세데스벤츠코리아(주),Mercedes-AMG EQS 53 4MATIC+,7/14/21,7/14/21,3/1/22,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),EQS 450 4MATIC,10/25/21,10/25/21,3/1/22,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),EQS 450+,3/15/21,10/8/21,3/1/22,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),EQS 350,9/7/21,9/7/21,3/1/22,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),EQE 350,12/10/21,12/22/21,3/1/22,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),Maybach S 580 4MATIC,7/12/21,10/18/21,3/1/22,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),S 580 4MATIC,9/17/21,10/21/21,3/1/22,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),S 500 4MATIC,2/18/21,10/13/21,3/1/22,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),S 450 4MATIC,6/21/21,10/19/21,3/1/22,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),S 400 d 4MATIC,6/25/21,11/10/21,3/1/22,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),S 350 d,6/25/21,10/19/21,3/1/22,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),C 200 4MATIC,3/16/21,3/16/21,3/1/22,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
메르세데스벤츠코리아(주),C 300,3/16/21,3/26/21,3/1/22,비상 통신 모듈의 소프트웨어 오류로 인하여 비상 통신 시스템(eCall)이 작동되지 않을 수 있습니다.
비엠더블유코리아(주),BMW 320i,8/7/20,8/7/20,3/4/22,"차량 제작 과정에서 자동변속기 메카트로닉스의 상, 하부의 체결 나사의 조립 과정에서의 일부 나사의 체결이 누락되었을 가능성을 확인하였습니다."
혼다코리아(주),CBR1000RR-R,6/2/20,5/12/21,3/10/22,"오일 쿨러 호스의 단열조치가 제대로 되지 않아, 배기 매니폴드에서 발생하는 열에 의해 오일 쿨러 호스에 균열이 발생하고, 이로 인해 엔진오일이 누유될 수 있습니다."
(주) 한국모터트레이딩,MT850D,10/12/18,6/18/19,3/11/22,계기판소프트웨어 오류로 인해 계기판 C PU 에서 계 기 판 화 면 으로 데이터 전송 과 정 중 다른 신호와 충돌 이 발생할 수있습니다 . 결과적으로 CPU 는 자기 진단기능에 의해 모든 신호 전송을 중지하여 계기판 화 면 정지될 수 있습니다
기아주식회사,스포티지 (QL/QL PE),8/17/15,7/9/21,3/11/22,디젤 엔진 장착 일부 전기식 보조 히터(PTC) 커넥터 내열성 부족으로 온도가 과도하게 증가하여 차량운행시 커넥터 단자가 손상되고 전기배선이 끊어져 차량 화재 발생 가능성
기아주식회사,쏘렌토 (UM/UM PE),8/25/14,2/28/20,3/11/22,디젤 엔진 장착 일부 전기식 보조 히터(PTC) 커넥터 내열성 부족으로 온도가 과도하게 증가하여 차량운행시 커넥터 단자가 손상되고 전기배선이 끊어져 차량 화재 발생 가능성
메르세데스벤츠코리아(주),G 400 d,9/17/19,8/27/21,3/11/22,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.
메르세데스벤츠코리아(주),GLC 220 d 4MATIC,10/5/21,11/25/21,3/11/22,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.
메르세데스벤츠코리아(주),S 400 d 4MATIC,11/10/20,11/25/21,3/11/22,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.
메르세데스벤츠코리아(주),S 350 d,7/15/20,11/23/21,3/11/22,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.
메르세데스벤츠코리아(주),E 220 d 4MATIC,7/16/20,11/25/21,3/11/22,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.
메르세데스벤츠코리아(주),GLS 400 d 4MATIC,9/16/21,11/15/21,3/11/22,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.
메르세데스벤츠코리아(주),GLE 400 d 4MATIC Coupe,7/28/21,11/19/21,3/11/22,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.
메르세데스벤츠코리아(주),GLE 400 d 4MATIC,7/17/18,7/17/18,3/11/22,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.
메르세데스벤츠코리아(주),EQB 300 4MATIC,10/2/21,10/28/21,3/11/22,공급업체의 생산 공정 오류로 인하여 후방 도어 휠 아치 커버가 접착제를 제대로 도포하지 않은 상태로 부착되었을 수 있습니다.
현대자동차(주),투싼 (TL),1/8/15,7/18/18,3/11/22,디젤 엔진 장착 일부 전기식 보조 히터(PTC) 커넥터 내열성 부족으로 온도가 과도하게 증가하여 차량운행시 커넥터 단자가 손상되고 전기배선이 끊어져 차량 화재 발생 가능성
기아주식회사,쏘울(PS),10/16/13,10/21/14,3/11/22,쏘울(PS) 일부 차량에서 에어백 제어장치(ACU) 설계로직 미흡으로 인해 충돌 사고 시 정면 에어백이 전개되지 않아 탑승자 상해 발생 가능성이 있는 결함
기아주식회사,카니발(KA4),4/15/21,4/27/21,3/11/22,카니발(KA4) 11인승 일부 차량의 3열 좌측 좌석 하부 프레임 용접불량으로 인해 충돌 시 3열 좌측 및 중앙 좌석안전띠 부착강도가 안전기준을 만족하지 못하는 결함
스텔란티스코리아주식회사,DS3 Crossback E-tense Electric,5/4/19,9/29/20,3/11/22,"구동 배터리, 온보드 충전기, 구동 모터 등을 제어, 모니터링하는 장치인 차량 제어장치(e-VCU)의 소프트웨어가 전기 회로 개.폐 감지를 너무 민감하게 반응하도록 설계되어 전기회로에서 전류가 흘러 전력 공급이 되어야 하는 상황에서도 전력 공급이 차단되어 시동 꺼짐 현상이 발생할 가능성이 있습니다."
스텔란티스코리아주식회사,Peugeot e-2008 Electric,11/12/19,9/27/20,3/11/22,"구동 배터리, 온보드 충전기, 구동 모터 등을 제어, 모니터링하는 장치인 차량 제어장치(e-VCU)의 소프트웨어가 전기 회로 개.폐 감지를 너무 민감하게 반응하도록 설계되어 전기회로에서 전류가 흘러 전력 공급이 되어야 하는 상황에서도 전력 공급이 차단되어 시동 꺼짐 현상이 발생할 가능성이 있습니다."
스텔란티스코리아주식회사,Peugeot e-208 Electric,7/3/19,9/26/20,3/11/22,"구동 배터리, 온보드 충전기, 구동 모터 등을 제어, 모니터링하는 장치인 차량 제어장치(e-VCU)의 소프트웨어가 전기 회로 개.폐 감지를 너무 민감하게 반응하도록 설계되어 전기회로에서 전류가 흘러 전력 공급이 되어야 하는 상황에서도 전력 공급이 차단되어 시동 꺼짐 현상이 발생할 가능성이 있습니다."
포르쉐코리아 주식회사,타이칸,11/21/19,4/30/21,3/16/22,뒷좌석 중앙 안전벨트 버클의 배선 배치 불량으로 뒷좌석 우측에 어린이 보호용 좌석(카시트) 부착 시 고정이 되지 않을 수 있습니다. 이는 자동차 및 자동차 부품의 성능과 기준에 관한 규칙 제27조 2 (별표 5의4) 위반 사항 입니다.
